Id,Concessionaria,AnoDoPnvSnv,TipoDeRadar,Rodovia,Uf,KmM,Municipio,TipoPista,Sentido,Situacao,Latitude,Longitude,VelocidadeLeve
869,CONCEBRA,2017,Controlador,BR-262,MG,"365,350",Juatuba,Principal,Decrescente,Ativo,"-19,972472","-44,308858",80
870,CONCEBRA,2017,Controlador,BR-262,MG,"377,500",Juatuba,Principal,Decrescente,Ativo,"-19,931025","-44,412783",60
871,CONCEBRA,2017,Controlador,BR-262,MG,"378,800",Juatuba,Principal,Decrescente,Ativo,"-19,933103","-44,427292",60
872,CONCEBRA,2017,Controlador,BR-262,MG,"380,350",Juatuba,Principal,Decrescente,Ativo,"-19,935039","-44,435286",60
873,CONCER,2016,Controlador,BR-40,RJ,"24,900",Três Rios,Principal,Decrescente,Ativo,"-22,148066","-43,158292",70
874,CONCER,2016,Controlador,BR-40,RJ,"65,000",Petrópolis,Principal,Decrescente,Ativo,"-22,428082","-43,161750",70
875,CONCER,2016,Controlador,BR-40,RJ,"72,500",Petrópolis,Principal,Crescente,Ativo,"-22,461620","-43,222137",70
876,CONCER,2016,Controlador,BR-40,RJ,"74,600",Petrópolis,Principal,Decrescente,Ativo,"-22,479247","-43,217286",70
877,CONCER,2016,Controlador,BR-40,RJ,"83,700",Petrópolis,Principal,Crescente,Ativo,"-22,521737","-43,235255",70
878,CONCER,2016,Controlador,BR-40,RJ,"105,900",Duque de Caxias,Principal,Decrescente,Ativo,"-22,646195","-43,283664",90
879,CONCER,2016,Controlador,BR-40,RJ,"64,700",Petrópolis,Principal,Crescente,Ativo,"-22,427058","-43,158645",70
880,CONCER,2016,Controlador,BR-40,RJ,"86,800",Petrópolis,Principal,Crescente,Ativo,"-22,542299","-43,233504",70
881,CONCER,2016,Controlador,BR-40,RJ,"80,000",Petrópolis,Principal,Crescente,Ativo,"-22,498044","-43,228858",70
882,CONCER,2016,Controlador,BR-40,RJ,"97,110",Duque de Caxias,Principal,Decrescente,Ativo,"-22,583707","-43,261083",50
883,CONCER,2016,Controlador,BR-40,RJ,"80,160",Petrópolis,Principal,Decrescente,Ativo,"-22,519988","-43,228025",70
884,CONCER,2016,Controlador,BR-40,MG,"815,200",Simão Pereira,Principal,Crescente,Ativo,"-21,918528","-43,322804",70
885,CONCER,2016,Controlador,BR-40,MG,"815,800",Simão Pereira,Principal,Decrescente,Ativo,"-21,923099","-43,320567",70
886,CONCER,2016,Controlador,BR-40,MG,"784,600",Juiz de Fora,Principal,Decrescente,Ativo,"-21,732482","-43,439310",70
887,CONCER,2016,Controlador,BR-40,MG,"781,000",Juiz de Fora,Principal,Decrescente,Ativo,"-21,705447","-43,450948",70
888,CONCER,2016,Controlador,BR-40,MG,"781,000",Juiz de Fora,Principal,Crescente,Ativo,"-21,704476","-43,451743",70
889,CRO,2016,Controlador,BR-70,MT,"503,360",Cuiabá,Principal,Crescente/Decrescente,Ativo,"-15,698816","-56,034129",60
890,CRO,2016,Controlador,BR-70,MT,"504,000",Cuiabá,Principal,Crescente/Decrescente,Ativo,"-15,700683","-56,046185",60
891,CRO,2016,Controlador,BR-70,MT,"523,300",Várzea Grande,Principal,Crescente/Decrescente,Ativo,"-15,654771","-56,191106",60
892,CRO,2016,Controlador,BR-163,MT,"593,400",Nova Mutum,Principal,Crescente/Decrescente,Ativo,"-13,862718","-56,086189",60
893,CRO,2016,Controlador,BR-163,MT,"832,400",Sinop,Principal,Crescente,Ativo,"-11,884887","-55,501339",60
894,CRO,2016,Controlador,BR-163,MT,"832,900",Sinop,Principal,Decrescente,Ativo,"-11,880062","-55,500169",60
895,CRO,2016,Controlador,BR-163,MT,"834,300",Sinop,Principal,Crescente,Ativo,"-11,868907","-55,497154",60
896,CRO,2016,Redutor,BR-364,MT,"204,100",Rondonópolis,Principal,Decrescente,Ativo,"-16,462925","-54,659422",40
897,CRO,2016,Controlador,BR-364,MT,"209,630",Rondonópolis,Principal,Decrescente,Ativo,"-16,428308","-54,694709",60
898,CRO,2016,Controlador,BR-364,MT,"275,900",Jaciara,Principal,Crescente/Decrescente,Ativo,"-15,952476","-54,994747",60
899,CRO,2016,Redutor,BR-70,MT,"522,035",Várzea Grande,Principal,Crescente,Ativo,"-15,664013","-56,184515",40
900,CRO,2016,Redutor,BR-70,MT,"522,100",Várzea Grande,Principal,Decrescente,Ativo,"-15,663936","-56,184613",40
901,CRO,2016,Redutor,BR-163,MT,"595,500",Nova Mutum,Principal,Crescente/Decrescente,Ativo,"-13,842005","-56,083407",40
902,CRO,2016,Controlador,BR-163,MT,"597,700",Nova Mutum,Principal,Crescente,Ativo,"-13,823458","-56,078228",60
903,CRO,2016,Redutor,BR-163,MT,"659,300",Lucas do Rio Verde,Principal,Crescente,Ativo,"-13,308807","-56,041599",50
904,CRO,2016,Redutor,BR-163,MT,"659,500",Lucas do Rio Verde,Principal,Decrescente,Ativo,"-13,308807","-56,041599",50
905,CRO,2016,Controlador,BR-163,MT,"686,200",Lucas do Rio Verde,Principal,Crescente/Decrescente,Ativo,"-13,085958","-55,942035",60
906,CRO,2016,Redutor,BR-163,MT,"688,500",Lucas do Rio Verde,Principal,Crescente,Ativo,"-13,067560","-55,925153",50
907,CRO,2016,Redutor,BR-163,MT,"688,960",Lucas do Rio Verde,Principal,Decrescente,Ativo,"-13,067560","-55,925153",50
908,CRO,2016,Controlador,BR-163,MT,"690,850",Lucas do Rio Verde,Principal,Crescente/Decrescente,Ativo,"-13,055465","-55,912815",60
909,CRO,2016,Redutor,BR-163,MT,"714,000",Sorriso,Principal,Crescente,Ativo,"-12,862742","-55,833343",40
910,CRO,2016,Redutor,BR-163,MT,"714,380",Sorriso,Principal,Decrescente,Ativo,"-12,859497","-55,832187",40
911,CRO,2016,Controlador,BR-163,MT,"746,100",Sorriso,Principal,Crescente,Ativo,"-12,601219","-55,749739",60
912,CRO,2016,Redutor,BR-163,MT,"751,550",Sorriso,Principal,Crescente/Decrescente,Ativo,"-12,560517","-55,719497",50
913,CRO,2016,Redutor,BR-163,MT,"753,100",Sorriso,Principal,Decrescente,Ativo,"-12,549260","-55,712584",50
914,CRO,2016,Redutor,BR-163,MT,"753,600",Sorriso,Principal,Crescente,Ativo,"-12,545764","-55,709854",50
915,CRO,2016,Redutor,BR-163,MT,"753,625",Sorriso,Principal,Decrescente,Ativo,"-12,545302","-55,710001",50
916,CRO,2016,Controlador,BR-163,MT,"823,600",Sinop,Principal,Crescente,Ativo,"-11,962062","-55,516853",60
917,CRO,2016,Controlador,BR-163,MT,"824,000",Sinop,Principal,Decrescente,Ativo,"-11,958226","-55,517092",60
918,CRO,2016,Controlador,BR-163,MT,"831,000",Sinop,Principal,Crescente/Decrescente,Ativo,"-11,897853","-55,504829",60
919,CRO,2016,Controlador,BR-163,MT,"836,400",Sinop,Principal,Crescente/Decrescente,Ativo,"-11,849721","-55,492209",60
920,CRO,2016,Controlador,BR-163,MT,"837,200",Sinop,Principal,Decrescente,Ativo,"-11,842430","-55,490409",40
921,CRO,2016,Controlador,BR-163,MT,"854,000",Sinop,Principal,Crescente/Decrescente,Ativo,"-11,695381","-55,452044",60
922,CRO,2016,Controlador,BR-364,MT,"269,000",Jaciara,Principal,Crescente,Ativo,"-15,972171","-54,939550",60
923,CRO,2016,Controlador,BR-364,MT,"269,000",Jaciara,Principal,Decrescente,Ativo,"-15,972171","-54,939550",60
924,CRO,2016,Redutor,BR-364,MT,"346,500",Campo Verde,Principal,Crescente,Ativo,"-15,796013","-55,554869",50
925,CRO,2016,Redutor,BR-364,MT,"349,470",Santo Antônio de Leverger,Principal,Crescente,Ativo,"-15,792933","-55,579288",50
926,CRO,2016,Redutor,BR-364,MT,"347,488",Campo Verde,Principal,Crescente,Ativo,"-15,796117","-55,561033",50
927,CRO,2016,Redutor,BR-364,MT,"348,650",Santo Antônio de Leverger,Principal,Crescente,Ativo,"-15,793378","-55,571656",50
928,CRO,2016,Redutor,BR-163,MT,"821,000",Sinop,Principal,Crescente/Decrescente,Ativo,"-11,985969","-55,517047",40
929,CRO,2016,Redutor,BR-163,MT,"786,700",Vera,Principal,Crescente/Decrescente,Ativo,"-12,287022","-55,562297",40
930,CRO,2016,Redutor,BR-364,MT,"206,340",Rondonópolis,Principal,Decrescente,Ativo,"-16,445539","-54,669254",40
931,CRO,2016,Controlador,BR-163,MT,"15,350",Itiquira,Principal,Decrescente,Ativo,"-17,383148","-54,757556",80
932,CRO,2016,Controlador,BR-163,MT,"16,500",Itiquira,Principal,Crescente,Ativo,"-17,373189","-54,756445",80
933,CRO,2016,Controlador,BR-163,MT,"17,200",Itiquira,Principal,Decrescente,Ativo,"-17,366535","-54,756770",80
934,CRO,2016,Redutor,BR-364,MT,"203,230",Rondonópolis,Principal,Decrescente,Ativo,"-16,469739","-54,656214",40
935,CRO,2016,Redutor,BR-163,MT,"786,700",Vera,Principal,Crescente/Decrescente,Ativo,"-12,287022","-55,562297",40
936,CRO,2016,Controlador,BR-163,MT,"109,720",Rondonópolis,Principal,Decrescente,Ativo,"-16,574520","-54,685300",80
937,CRO,2016,Redutor,BR-163,MT,"752,730",Sorriso,Principal,Crescente,Ativo,"-12,552292","-55,714197",50
938,CRO,2016,Controlador,BR-163,MT,"836,000",Sinop,Principal,Crescente,Ativo,"-11,851150","-55,492633",60
939,CRO,2016,Controlador,BR-364,MT,"207,540",Rondonópolis,Principal,Crescente,Ativo,"-16,436026","-54,683081",60
940,CRO,2016,Controlador,BR-163,MT,"835,300",Sinop,Principal,Crescente/Decrescente,Ativo,"-11,860489","-55,495108",60
941,ECO050,2017,Redutor,BR-50,GO,"278,650",Catalão,Principal,Decrescente,Ativo,"-18,172200","-47,925400",60
942,ECO050,2017,Redutor,BR-50,GO,"279,650",Catalão,Principal,Crescente,Ativo,"-18,176630","-47,933610",60
943,ECO050,2017,Redutor,BR-50,GO,"280,620",Catalão,Principal,Crescente/Decrescente,Ativo,"-18,181620","-47,941020",60
944,ECO050,2017,Redutor,BR-50,GO,"281,000",Catalão,Principal,Crescente,Ativo,"-18,183610","-47,943950",60
945,ECO050,2017,Controlador,BR-50,MG,"51,900",Araguari,Principal,Crescente,Ativo,"-18,751800","-48,237650",80
946,ECO050,2017,Redutor,BR-50,MG,"53,800",Araguari,Principal,Decrescente,Ativo,"-18,766410","-48,244590",60
947,ECO050,2017,Redutor,BR-50,MG,"55,100",Uberlândia,Principal,Decrescente,Ativo,"-18,774580","-48,239720",60
948,ECO050,2017,Redutor,BR-50,MG,"56,400",Uberlândia,Principal,Decrescente,Ativo,"-18,782700","-48,233220",60
949,ECO050,2017,Redutor,BR-50,MG,"171,000",Uberaba,Principal,Crescente,Ativo,"-19,744230","-47,984160",70
950,ECO050,2017,Redutor,BR-50,MG,"171,200",Uberaba,Principal,Decrescente,Ativo,"-19,746320","-47,983650",60
951,ECO050,2017,Redutor,BR-50,MG,"182,100",Uberaba,Principal,Crescente,Ativo,"-19,792910","-47,911910",50
952,ECO050,2017,Redutor,BR-50,MG,"182,200",Uberaba,Principal,Decrescente,Ativo,"-19,793940","-47,911100",50
953,ECO050,2017,Redutor,BR-50,MG,"206,500",Delta,Principal,Crescente,Ativo,"-19,979410","-47,789120",50
954,ECO050,2017,Redutor,BR-50,MG,"206,700",Delta,Principal,Decrescente,Ativo,"-19,981510","-47,788700",50
955,ECO050,2017,Redutor,BR-50,GO,"96,350",Cristalina,Principal,Crescente,Ativo,"-16,757700","-47,609340",40
956,ECO050,2017,Redutor,BR-50,GO,"99,830",Cristalina,Principal,Crescente/Decrescente,Ativo,"-16,781350","-47,630640",80
957,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"216,140",Serra,Principal,Crescente,Ativo,"-20,146583","-40,286667",60
958,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"261,080",Serra,Principal,Decrescente,Ativo,"-20,151056","-40,278722",60
959,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"14,022",Pedro Canário,Principal,Crescente,Ativo,"-18,282360","-39,956880",60
960,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"15,503",Pedro Canário,Principal,Crescente/Decrescente,Ativo,"-18,294220","-39,956470",60
961,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"17,837",Pinheiros,Principal,Decrescente,Ativo,"-18,313020","-39,954610",60
962,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"31,114",Conceição da Barra,Principal,Crescente/Decrescente,Ativo,"-18,420860","-39,935610",60
963,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"37,777",Conceição da Barra,Principal,Crescente/Decrescente,Ativo,"-18,478940","-39,924860",60
964,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"50,020",Conceição da Barra,Principal,Crescente/Decrescente,Ativo,"-18,582990","-39,893160",60
965,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"61,061",São Mateus,Principal,Crescente,Ativo,"-18,676970","-39,865080",60
966,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"62,156",São Mateus,Principal,Crescente/Decrescente,Ativo,"-18,686300","-39,862300",60
967,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"68,381",São Mateus,Principal,Crescente/Decrescente,Ativo,"-18,723530","-39,860940",60
968,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"69,039",São Mateus,Principal,Crescente/Decrescente,Ativo,"-18,729160","-39,859970",60
969,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"126,465",Linhares,Principal,Crescente,Ativo,"-19,189860","-40,094720",60
970,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"126,466",Linhares,Principal,Decrescente,Ativo,"-19,189860","-40,094720",60
971,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"126,827",Linhares,Principal,Crescente,Ativo,"-19,193130","-40,095080",60
972,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"126,828",Linhares,Principal,Decrescente,Ativo,"-19,193130","-40,095080",60
973,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"150,022",Linhares,Principal,Crescente/Decrescente,Ativo,"-19,404520","-40,060800",60
974,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"151,239",Linhares,Principal,Decrescente,Ativo,"-19,413750","-40,066800",60
975,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"291,986",Cariacica,Principal,Crescente,Ativo,"-20,305690","-40,394940",60
976,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"296,230",Cariacica,Principal,Crescente,Ativo,"-20,342080","-40,405270",60
977,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"299,654",Viana,Principal,Crescente,Ativo,"-20,357300","-40,428080",60
978,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"357,738",Anchieta,Principal,Decrescente,Ativo,"-20,691940","-40,704270",60
979,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"370,557",Anchieta,Principal,Decrescente,Ativo,"-20,770860","-40,765550",60
980,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"429,643",Atílio Vivácqua,Principal,Decrescente,Ativo,"-21,028580","-41,164360",60
981,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"450,356",Mimoso do Sul,Principal,Decrescente,Ativo,"-21,148130","-41,271500",60
982,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"457,319",Mimoso do Sul,Principal,Crescente,Ativo,"-21,196490","-41,300110",60
983,ECO101 CONCESSIONARIA DE RODOVIAS S/A,2020,Controlador,BR-101,ES,"457,908",Mimoso do Sul,Principal,Decrescente,Ativo,"-21,201800","-41,300830",60
984,ECOPONTE,2017,Controlador,BR-101,RJ,"332,720",Niterói,Principal,Decrescente,Ativo,"-22,876172","-43,208744",80
985,ECOPONTE,2017,Controlador,BR-101,RJ,"332,720",Niterói,Principal,Crescente,Ativo,"-22,876172","-43,208744",80
986,ECOPONTE,2017,Controlador,BR-101,RJ,"329,900",Niterói,Principal,Decrescente,Ativo,"-22,868429","-43,185028",80
987,ECOPONTE,2017,Controlador,BR-101,RJ,"329,900",Niterói,Principal,Crescente,Ativo,"-22,868429","-43,185028",80
988,ECOPONTE,2017,Controlador,BR-101,RJ,"327,630",Niterói,Principal,Crescente,Ativo,"-22,870416","-43,163312",80
989,ECOPONTE,2017,Controlador,BR-101,RJ,"325,940",Niterói,Principal,Decrescente,Ativo,"-22,871861","-43,147095",80
990,ECOPONTE,2017,Controlador,BR-101,RJ,"323,700",Niterói,Principal,Decrescente,Ativo,"-22,873872","-43,125076",80
991,ECOPONTE,2017,Controlador,BR-101,RJ,"323,700",Niterói,Principal,Crescente,Ativo,"-22,873872","-43,125076",80
992,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"440,800",Anápolis,Principal,Crescente/Decrescente,Ativo,"-16,282363","-48,942771",60
993,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"438,600",Anápolis,Principal,Crescente/Decrescente,Ativo,"-16,268962","-48,939551",60
994,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"436,360",Anápolis,Principal,Decrescente,Ativo,"-16,249033","-48,934741",60
995,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"434,870",Anápolis,Principal,Crescente,Ativo,"-16,236223","-48,932407",80
996,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"421,400",Abadiânia,Principal,Crescente/Decrescente,Ativo,"-16,127488","-48,895143",80
997,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"432,375",Abadiânia,Principal,Crescente/Decrescente,Ativo,"-16,217023","-48,920243",80
998,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"417,230",Abadiânia,Principal,Crescente,Ativo,"-16,103908","-48,869386",80
999,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"412,000",Abadiânia,Principal,Crescente/Decrescente,Ativo,"-16,052248","-48,853335",40
1000,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"394,515",Corumbá de Goiás,Principal,Decrescente,Ativo,"-15,931451","-48,805083",50
1001,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"392,625",Corumbá de Goiás,Principal,Crescente,Ativo,"-15,916196","-48,807403",50
1002,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"363,600",Cocalzinho de Goiás,Principal,Crescente/Decrescente,Ativo,"-15,722055","-48,699035",60
1003,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"362,800",Cocalzinho de Goiás,Principal,Crescente/Decrescente,Ativo,"-15,715381","-48,695734",60
1004,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"356,715",Cocalzinho de Goiás,Principal,Decrescente,Ativo,"-15,671297","-48,700759",60
1005,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-414,GO,"356,400",Cocalzinho de Goiás,Principal,Crescente,Ativo,"-15,670209","-48,698215",60
1006,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-414,GO,"332,760",Cocalzinho de Goiás,Principal,Crescente/Decrescente,Ativo,"-15,486599","-48,618535",60
1007,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-80,GO,"94,500",Vila Propício,Principal,Crescente/Decrescente,Ativo,"-15,208355","-48,701911",50
1008,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-80,GO,"125,000",Barro Alto,Principal,Crescente/Decrescente,Ativo,"-15,030973","-48,893726",80
1009,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-80,GO,"129,930",Barro Alto,Principal,Crescente,Ativo,"-14,989301","-48,909156",50
1010,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-80,GO,"130,210",Barro Alto,Principal,Decrescente,Ativo,"-14,988166","-48,911473",50
1011,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"441,030",Anápolis,Principal,Crescente,Ativo,"-16,338150","-48,922778",80
1012,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"440,775",Anápolis,Principal,Decrescente,Ativo,"-16,335995","-48,922490",80
1013,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"437,270",Anápolis,Principal,Decrescente,Ativo,"-16,304463","-48,924616",80
1014,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"436,635",Anápolis,Principal,Crescente,Ativo,"-16,299461","-48,927526",80
1015,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"435,425",Anápolis,Principal,Decrescente,Ativo,"-16,291348","-48,935040",80
1016,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"434,425",Anápolis,Principal,Crescente,Ativo,"-16,286986","-48,943195",80
1017,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"433,045",Anápolis,Principal,Crescente,Ativo,"-16,282801","-48,955326",80
1018,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"430,885",Anápolis,Principal,Crescente,Ativo,"-16,272530","-48,972678",80
1019,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"430,685",Anápolis,Principal,Decrescente,Ativo,"-16,271461","-48,974186",80
1020,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"428,045",Anápolis,Principal,Crescente,Ativo,"-16,254773","-48,991761",80
1021,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"426,175",Anápolis,Principal,Crescente,Ativo,"-16,242058","-49,003264",80
1022,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"424,475",Anápolis,Principal,Crescente,Ativo,"-16,227873","-49,009907",80
1023,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"418,065",Anápolis,Principal,Decrescente,Ativo,"-16,180240","-49,042126",80
1024,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"416,190",Anápolis,Principal,Crescente,Ativo,"-16,163261","-49,043457",80
1025,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"415,550",Anápolis,Principal,Decrescente,Ativo,"-16,157159","-49,043635",80
1026,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"412,850",Anápolis,Principal,Crescente/Decrescente,Ativo,"-16,133671","-49,047662",80
1027,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"409,450",Pirenópolis,Principal,Crescente/Decrescente,Ativo,"-16,109264","-49,030959",80
1028,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"403,650",Pirenópolis,Principal,Crescente/Decrescente,Ativo,"-16,067973","-49,059638",80
1029,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"373,270",São Francisco de Goiás,Principal,Crescente/Decrescente,Ativo,"-15,871110","-49,253390",80
1030,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"365,210",Jaraguá,Principal,Crescente/Decrescente,Ativo,"-15,809904","-49,294115",80
1031,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"362,400",Jaraguá,Principal,Crescente/Decrescente,Ativo,"-15,786291","-49,303159",80
1032,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-153,GO,"356,600",Jaraguá,Principal,Decrescente,Ativo,"-15,736904","-49,322539",50
1033,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-153,GO,"356,210",Jaraguá,Principal,Crescente,Ativo,"-15,733853","-49,323849",50
1034,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"354,075",Jaraguá,Principal,Crescente/Decrescente,Ativo,"-15,715916","-49,329607",80
1035,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"325,000",Rianápolis,Principal,Crescente/Decrescente,Ativo,"-15,505152","-49,478510",60
1036,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-153,GO,"321,100",Rianápolis,Principal,Crescente/Decrescente,Ativo,"-15,474912","-49,495780",50
1037,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-153,GO,"317,950",Rianápolis,Principal,Crescente,Ativo,"-15,447988","-49,505805",40
1038,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"309,450",Rialma,Principal,Crescente/Decrescente,Ativo,"-15,387230","-49,550791",80
1039,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"304,365",Rialma,Principal,Crescente/Decrescente,Ativo,"-15,344979","-49,568783",80
1040,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-153,GO,"300,580",Rialma,Principal,Crescente/Decrescente,Ativo,"-15,310915","-49,572192",50
1041,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"293,140",Rialma,Principal,Crescente/Decrescente,Ativo,"-15,254216","-49,551449",80
1042,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"290,395",Rialma,Principal,Crescente/Decrescente,Ativo,"-15,231696","-49,555100",80
1043,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"277,420",Nova Glória,Principal,Crescente/Decrescente,Ativo,"-15,128675","-49,510637",80
1044,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"259,395",São Luiz do Norte,Principal,Crescente,Ativo,"-14,999505","-49,410603",80
1045,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-153,GO,"241,685",São Luiz do Norte,Principal,Crescente/Decrescente,Ativo,"-14,862101","-49,325789",50
1046,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"236,640",São Luiz do Norte,Principal,Crescente/Decrescente,Ativo,"-14,824028","-49,299898",80
1047,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"234,560",Hidrolina,Principal,Crescente/Decrescente,Ativo,"-14,808100","-49,289761",80
1048,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"218,440",Uruaçu,Principal,Crescente/Decrescente,Ativo,"-14,685393","-49,208902",80
1049,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"209,220",Uruaçu,Principal,Crescente,Ativo,"-14,612282","-49,168662",80
1050,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"208,170",Uruaçu,Principal,Decrescente,Ativo,"-14,603128","-49,165912",80
1051,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"205,580",Uruaçu,Principal,Crescente/Decrescente,Ativo,"-14,580323","-49,159490",100
1052,ECOVIAS DO ARAGUAIA,2021,Redutor,BR-153,GO,"200,295",Uruaçu,Principal,Crescente/Decrescente,Ativo,"-14,533858","-49,161073",50
1053,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"161,610",Campinorte,Principal,Decrescente,Ativo,"-14,191959","-49,127816",100
1054,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"155,440",Campinorte,Principal,Crescente/Decrescente,Ativo,"-14,138011","-49,114133",100
1055,ECOVIAS DO ARAGUAIA,2021,Controlador,BR-153,GO,"138,000",Mara Rosa,Principal,Crescente/Decrescente,Ativo,"-13,984564","-49,090591",80
